N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
8,48,40,88,8666.0339,5.8,19.7843497729948,0.2248221565113046,1.0,0.09090909090909094,762.6109832,762.0454193173754,0.5655638826245877,1.6666666666666667,12.353041699999835,7.899459499999921,21.802485400000023,13.683715600000028
6,47,41,88,8572.4013,62.0,19.7843497729948,0.2248221565113046,-1.0,0.06818181818181823,754.3713144,754.6057250931907,-0.23441069319073904,2.25,10.368377099999975,4.113372899999831,23.180127800000037,11.466394599999944
4,46,42,88,8523.9087,4.1,19.7843497729948,0.2248221565113046,1.0,0.045454545454545414,750.1039656,750.8002271870674,-0.6962615870673972,2.6666666666666665,13.873051499999974,6.101028300000053,24.718260600000008,9.295467800000097
2,45,43,88,8389.8338,4.4,19.7843497729948,0.2248221565113046,-1.0,0.022727272727272707,738.3053744000001,739.054318299094,-0.7489438990938879,2.9166666666666665,12.051568100000168,2.074460300000055,,7.114187800000195
21,55,34,89,8435.2799,4.0,19.93394876854618,0.22397695245557508,0.0,0.2359550561797753,750.7399110999999,751.8175140008644,-1.0776029008645764,2.727272727272727,3.1795150999998896,,8.708907099999806,
19,54,35,89,8530.7802,3.5,19.93394876854618,0.22397695245557508,0.0,0.2134831460674157,759.2394377999999,759.4611773826283,-0.22173958262840188,2.5454545454545454,5.629622599999834,11.679041799999936,10.52522429999999,27.234305099999915
17,53,36,89,8614.8158,2.3,19.93394876854618,0.22397695245557508,0.0,0.1910112359550562,766.7186062000001,765.7939216291169,0.924684570883187,2.1818181818181817,4.915815000000066,13.108790999999997,11.968898200000126,24.687602200000015
15,52,37,89,8664.1895,5.8,19.93394876854618,0.22397695245557508,0.0,0.1685393258426966,771.1128655000001,769.5885455137666,1.524319986233536,1.6363636363636365,7.174710300000129,9.31007430000011,13.257231400000137,22.398652000000197
13,51,38,89,8705.923,0.0,19.93394876854618,0.22397695245557508,0.0,0.1460674157303371,774.8271470000001,771.9327944578943,2.894352542105821,0.9090909090909091,6.358716600000093,10.888991800000099,17.47158890000003,20.07743900000014
11,50,39,89,8714.011,0.3,19.93394876854618,0.22397695245557508,0.0,0.1235955056179775,775.5469790000001,771.8701473306002,3.676831669399917,0.0,11.48349420000011,7.07854860000009,20.835455300000035,17.691344900000104
9,49,40,89,8673.3865,2.9,19.93394876854618,0.22397695245557508,0.0,0.101123595505618,771.9313985,770.212684615775,1.7187138842250533,0.9090909090909091,9.320415300000036,7.867913700000031,21.67345699999987,14.575840399999947
7,48,41,89,8616.8184,25.3,19.93394876854618,0.22397695245557508,0.0,0.0786516853932584,766.8968376,766.2696701557074,0.6271674442925814,1.6363636363636365,12.525523200000066,4.285854400000062,22.89390030000004,12.185313899999983
5,47,42,89,8544.9851,4.2,19.93394876854618,0.22397695245557508,0.0,0.0561797752808989,760.5036739,760.5653134565388,-0.06163955653880748,2.1818181818181817,10.39970829999993,6.132359500000007,24.272759799999903,10.245732399999838
3,46,43,89,8450.5758,4.1,19.93394876854618,0.22397695245557508,0.0,0.0337078651685393,752.1012462000001,752.6375055036085,-0.5362593036084036,2.5454545454545454,13.795871799999986,1.9972806000000674,25.847439900000154,8.09830890000012
1,45,44,89,8340.376,26.0,19.93394876854618,0.22397695245557508,0.0,0.011235955056179803,742.2934640000001,742.5628372950024,-0.26937329500231044,2.727272727272727,,3.9880895999999666,,6.062549900000022
20,55,35,90,8478.1865,3.6,20.08298850246508,0.22314431669405652,-1.0,0.2222222222222222,763.036785,764.1032357857684,-1.0664507857684384,2.9166666666666665,3.797347200000104,12.29687390000015,9.426969799999938,
18,54,36,90,8591.2599,2.0,20.08298850246508,0.22314431669405652,1.0,0.19999999999999996,773.213391,773.2058549401503,0.0075360598497127285,2.6666666666666665,6.494784799999934,13.973953200000096,11.4105998,25.652995000000033
16,53,37,90,8631.5262,6.9,20.08298850246508,0.22314431669405652,-1.0,0.1777777777777778,776.837358,775.5336419686837,1.3037160313162985,2.25,5.724492499999883,10.118751799999927,12.899202800000012,23.227542799999924
14,52,38,90,8696.0043,1.5,20.08298850246508,0.22314431669405652,1.0,0.15555555555555556,782.6403870000001,780.8813450650867,1.759041934913398,1.6666666666666667,7.813240000000064,11.527521500000034,14.171956600000158,20.837595800000145
12,51,39,90,8693.3778,0.3,20.08298850246508,0.22314431669405652,-1.0,0.1333333333333333,782.404002,779.1818823851258,3.2221196148741456,0.9166666666666666,6.857022999999913,7.5768549999999095,18.340517200000022,18.46584680000001
10,50,40,90,8709.9699,0.1,20.08298850246508,0.22314431669405652,1.0,0.11111111111111116,783.897291,780.7644594476146,3.132831552385369,0.0,11.965892499999995,8.350311999999917,21.28630780000003,15.428860600000007
8,49,41,90,8633.377,3.5,20.08298850246508,0.22314431669405652,-1.0,0.0888888888888889,777.0039300000001,775.020683612632,1.9832463873681263,0.9,10.107092400000056,5.072531500000082,22.632615600000122,12.940445200000113
6,48,42,90,8597.0285,3.7,20.08298850246508,0.22314431669405652,1.0,0.06666666666666665,773.732565,772.8067250388582,0.9258399611418326,1.6,13.228891100000055,6.835727399999996,23.628599399999985,11.121581800000058
4,47,43,90,8483.36,1.1,20.08298850246508,0.22314431669405652,-1.0,0.0444444444444444,763.5024000000001,762.9524667980738,0.5499332019262511,2.1,11.401153799999975,2.9987261000001126,25.19702559999996,9.13108560000012
2,46,44,90,8409.7684,4.0,20.08298850246508,0.22314431669405652,1.0,0.022222222222222254,756.8791560000001,756.7692215164345,0.10993448356555291,2.4,14.585691999999995,4.777909799999975,,6.775190400000042
21,56,35,91,8441.9242,3.8,20.231477245126285,0.22232392577061855,0.0,0.23076923076923073,768.2151021999999,770.1562513640987,-1.9411491640987606,3.230769230769231,5.178317199999924,,8.975664400000028,
19,55,36,91,8541.7519,2.4,20.231477245126285,0.22232392577061855,0.0,0.20879120879120883,777.2994228999999,777.9237051008762,-0.6242822008763369,3.076923076923077,4.086031899999853,14.262637899999845,10.580816699999787,26.559511799999996
17,54,37,91,8607.5621,8.3,20.231477245126285,0.22232392577061855,0.0,0.18681318681318682,783.2881510999999,783.134349217522,0.15380188247797832,2.769230769230769,6.450793099999942,10.074760099999935,12.175285599999825,24.04871330000003
15,53,38,91,8663.8759,5.8,20.231477245126285,0.22232392577061855,0.0,0.1648351648351648,788.4127068999999,786.9770075630602,1.435699336939706,2.3076923076923075,5.772319899999729,11.57534889999988,13.585559899999794,21.694100699999808
13,52,39,91,8684.9421,1.9,20.231477245126285,0.22232392577061855,0.0,0.1428571428571429,790.3297311,788.3919233161945,1.9378077838055106,1.6923076923076923,7.925729100000012,7.6893440999998575,14.782752099999925,19.216865599999892
11,51,40,91,8693.3149,0.1,20.231477245126285,0.22232392577061855,0.0,0.1208791208791209,791.0916558999999,788.3017513300618,2.7899045699380167,0.9090909090909091,7.194364899999869,8.687653899999873,19.160257399999864,16.264508899999782
9,50,41,91,8670.8983,3.1,20.231477245126285,0.22232392577061855,0.0,0.09890109890109888,789.0517453000001,785.9080285696239,3.1437167303762408,0.0,12.047815300000025,5.154454300000111,22.15490770000008,13.504766300000028
7,49,42,91,8613.6286,6.6,20.231477245126285,0.22232392577061855,0.0,0.07692307692307687,783.8402026,781.8624546340327,1.9777479659672963,0.8888888888888888,10.107637599999975,6.836272599999916,23.33652870000003,11.908804099999998
5,48,43,91,8536.6558,2.5,20.231477245126285,0.22232392577061855,0.0,0.05494505494505497,776.8356778000001,775.615925511077,1.2197522889231323,1.5555555555555556,13.333277800000019,3.1031128000000763,24.734431599999994,9.938840200000072
3,47,44,91,8442.9287,2.3,20.231477245126285,0.22232392577061855,0.0,0.03296703296703296,768.3065117,767.5128533317011,0.7936583682989067,2.0,11.427355699999907,4.804111699999908,26.013047699999902,7.80283780000002
22,57,35,92,8384.9123,7.2,20.379423055219398,0.22151546799151525,-1.0,0.23913043478260865,771.4119316,774.3286211713122,-2.9166895713121903,3.5,3.1968294000000697,,8.375146599999994,
20,56,36,92,8512.675,2.9,20.379423055219398,0.22151546799151525,1.0,0.21739130434782605,783.1661,784.750488760869,-1.5843887608689329,3.4285714285714284,5.8666771000001745,14.950997800000096,9.952709000000027,
18,55,37,92,8569.4225,6.5,20.379423055219398,0.22151546799151525,-1.0,0.19565217391304346,788.3868700000002,788.5668525665212,-0.17998256652106193,3.2142857142857144,5.098718900000222,11.087447100000304,11.549512000000163,25.35008500000015
16,54,38,92,8648.907,3.6,20.379423055219398,0.22151546799151525,1.0,0.17391304347826086,795.6994439999999,795.2900467133429,0.4093972866569402,2.857142857142857,7.286737099999982,12.411292899999921,13.059056999999711,22.486052999999856
14,53,39,92,8661.5894,9.7,20.379423055219398,0.22151546799151525,-1.0,0.15217391304347827,796.8662248,795.1445149555684,1.7217098444316434,2.357142857142857,6.536493700000051,8.453517900000179,14.462222800000063,20.02886680000006
12,52,40,92,8692.6783,0.1,20.379423055219398,0.22151546799151525,1.0,0.13043478260869568,799.7264035999999,798.162605977377,1.5637976226229284,1.6666666666666667,8.634747700000048,9.396672499999909,15.829112599999917,17.086016599999766
10,51,41,92,8662.3731,1.9,20.379423055219398,0.22151546799151525,-1.0,0.10869565217391308,796.9383252000001,794.0452056312748,2.8931195687252966,0.9,7.886579900000015,5.846669300000258,19.93439520000004,14.53432320000013
8,50,42,92,8657.7312,0.1,20.379423055219398,0.22151546799151525,1.0,0.08695652173913049,796.5112704000001,793.341516617964,3.169753782036082,0.0,12.67106780000006,7.459525099999951,22.778705400000035,12.613979400000062
6,49,43,92,8563.544,3.3,20.379423055219398,0.22151546799151525,-1.0,0.06521739130434778,787.846048,785.2215389353995,2.6245090646004883,0.875,11.010370199999898,4.005845399999998,24.343647999999916,10.842117999999914
4,48,44,92,8504.774,2.9,20.379423055219398,0.22151546799151525,1.0,0.04347826086956519,782.439208,780.7313644360381,1.7078435639618874,1.5,14.13269630000002,5.603530199999909,25.560051999999928,8.706642999999985
2,47,45,92,8373.4211,4.7,20.379423055219398,0.22151546799151525,-1.0,0.021739130434782594,770.3547411999999,768.439863303124,1.9148778968759643,1.875,,2.048229499999934,,6.852341199999842
21,57,36,93,8458.1085,2.7,20.526833787405323,0.22071864287532608,0.0,0.22580645161290325,786.6040905000001,788.966383622339,-2.3622931223388832,3.7333333333333334,3.437990500000069,15.192158900000095,9.304667600000244,
19,56,37,93,8540.9209,8.4,20.526833787405323,0.22071864287532608,0.0,0.20430107526881724,794.3056436999999,795.547721280585,-1.2420775805851463,3.6,5.918773699999747,11.139543699999876,11.017492599999969,26.090541499999972
17,55,38,93,8612.7875,8.1,20.526833787405323,0.22071864287532608,0.0,0.18279569892473113,800.9892375000001,800.8387859707843,0.15045152921572935,3.3333333333333335,5.289793500000201,12.6023674999999,12.576530600000183,23.689814600000204
15,54,39,93,8648.9054,11.2,20.526833787405323,0.22071864287532608,0.0,0.16129032258064513,804.3482022,803.6822336349114,0.6659685650885194,2.933333333333333,7.4819773999998915,8.648758200000088,14.018471099999942,21.06005110000001
13,53,40,93,8671.6207,0.4,20.526833787405323,0.22071864287532608,0.0,0.13978494623655913,806.4607250999999,805.1038619714953,1.3568631285045285,2.3076923076923075,6.7343214999999645,9.594500299999822,15.369069200000013,18.0480182
11,52,41,93,8664.1849,1.5,20.526833787405323,0.22071864287532608,0.0,0.11827956989247312,805.7691957000001,804.2015719691219,1.5676237308781538,1.6363636363636365,8.830870499999946,6.042792100000156,16.71745039999996,15.439464600000065
9,51,42,93,8651.4095,0.1,20.526833787405323,0.22071864287532608,0.0,0.09677419354838712,804.5810835,801.7411460241517,2.8399374758482736,0.8888888888888888,8.06981309999992,7.642758299999855,20.74088089999998,13.489427600000113
7,50,43,93,8608.5782,1.0,20.526833787405323,0.22071864287532608,0.0,0.07526881720430112,800.5977726,797.071048035493,3.526724564506935,0.0,12.751724599999989,4.086502199999927,23.762094799999886,11.546027299999878
5,49,44,93,8531.4627,2.2,20.526833787405323,0.22071864287532608,0.0,0.053763440860215006,793.4260311,790.6853698108355,2.7406612891645636,0.8571428571428571,10.986823100000038,5.5799831000000495,25.11951940000006,9.585828500000048
3,48,45,93,8434.8255,2.8,20.526833787405323,0.22071864287532608,0.0,0.032258064516129004,784.4387715,782.1475956691302,2.291175830869861,1.4285714285714286,14.084030300000109,1.999563500000022,,7.603093699999931
22,58,36,94,8424.3318,13.0,20.673717099616514,0.21993316063421828,1.0,0.23404255319148937,791.8871892,795.236132631239,-3.348943431239036,4.0,5.283098699999869,,8.721089199999938,
20,57,37,94,8492.7644,2.1,20.673717099616514,0.21993316063421828,-1.0,0.21276595744680848,798.3198536,800.4920949368798,-2.172241336879779,3.9375,4.014209900000083,11.71576309999989,9.93298359999983,26.907921999999985
18,56,38,94,8593.8344,1.7,20.673717099616514,0.21993316063421828,1.0,0.19148936170212771,807.8204336,808.5474368056966,-0.7270032056966329,3.75,6.831196099999943,13.514789900000096,12.120989600000144,24.654333599999973
16,55,39,94,8622.8068,6.8,20.673717099616514,0.21993316063421828,-1.0,0.17021276595744683,810.5438392000001,809.9033831361229,0.6404560638771954,3.4375,6.195637000000147,9.554601700000035,13.677614400000039,22.156969199999935
14,54,40,94,8666.8016,0.1,20.673717099616514,0.21993316063421828,1.0,0.14893617021276595,814.6793504000001,814.3094630357485,0.36988736425155366,2.857142857142857,8.218625300000213,10.331148200000143,14.952946800000177,18.97990640000023
12,53,41,94,8648.9014,1.6,20.673717099616514,0.21993316063421828,-1.0,0.12765957446808507,812.9967316000001,811.7591146113589,1.2376169886412072,2.25,7.227535900000021,6.536006500000212,16.058406399999967,16.130506800000035
10,52,42,94,8662.3341,0.1,20.673717099616514,0.21993316063421828,1.0,0.1063829787234043,814.2594054,812.5061855995485,1.7532198004514612,1.6,9.678321900000014,8.490209699999923,17.748134999999934,14.53300180000008
8,51,43,94,8608.7373,4.3,20.673717099616514,0.21993316063421828,-1.0,0.08510638297872342,809.2213062000001,806.0332348227834,3.1880713772167155,0.875,8.623533600000087,4.640222700000095,21.375258200000076,12.28298099999995
6,50,44,94,8583.662,3.3,20.673717099616514,0.21993316063421828,1.0,0.06382978723404253,806.864228,803.0912583339813,3.772969666018753,0.0,13.43819689999998,6.266455400000041,24.425020000000018,10.352957599999968
4,49,45,94,8472.4033,3.6,20.673717099616514,0.21993316063421828,-1.0,0.04255319148936165,796.4059102,792.6324001370042,3.773510062995797,0.8333333333333334,11.967138699999964,2.9798790999999483,26.051169000000073,8.559862199999998
2,48,46,94,8391.6832,4.6,20.673717099616514,0.21993316063421828,1.0,0.021276595744680882,788.8182208000001,785.8360709891423,2.982149810857777,1.3333333333333333,,4.379449300000033,,6.379012800000055
23,59,36,95,8365.9963,20.0,20.820080460021323,0.21915874168443503,0.0,0.2421052631578947,794.7696485,798.9738071533317,-4.20415865333166,4.235294117647059,2.8824593000000505,,8.165557999999919,
21,58,37,95,8460.1967,21.7,20.820080460021323,0.21915874168443503,0.0,0.2210526315789474,803.7186865000001,806.8830362174483,-3.1643497174482036,4.235294117647059,5.398832900000116,11.831497300000137,9.413042800000198,
19,57,38,95,8549.0875,6.2,20.820080460021323,0.21915874168443503,0.0,0.19999999999999996,812.1633125,813.5755805591041,-1.4122680591041217,4.117647058823529,4.34287889999996,13.843458899999973,11.174074999999903,25.559221999999863
17,56,39,95,8604.9644,7.2,20.820080460021323,0.21915874168443503,0.0,0.17894736842105263,817.471618,817.8019513671765,-0.33033336717642214,3.8823529411764706,6.927778799999942,9.651184400000034,13.123415800000089,23.16597430000013
15,55,40,95,8643.5924,0.9,20.820080460021323,0.21915874168443503,0.0,0.1578947368421053,821.1412779999999,820.6846939926905,0.4565840073094023,3.3333333333333335,6.4619275999998536,10.59743879999985,14.680552900000066,20.152040499999885
13,54,41,95,8647.2133,0.5,20.820080460021323,0.21915874168443503,0.0,0.13684210526315788,821.4852635,821.2231063048445,0.2621571951555097,2.769230769230769,8.488531899999884,6.805913099999884,15.716067799999905,17.137061300000028
11,53,42,95,8648.7212,0.1,20.820080460021323,0.21915874168443503,0.0,0.11578947368421055,821.628514,820.2883781587656,1.340135841234428,2.1818181818181817,7.369108600000004,8.631782399999906,17.04743050000002,15.167788900000119
9,52,43,95,8622.6911,5.4,20.820080460021323,0.21915874168443503,0.0,0.09473684210526312,819.1556545,817.1264932296909,2.0291612703090323,1.5555555555555556,9.934348299999897,4.896249099999977,18.557881899999984,13.3864587999999
7,51,44,95,8587.4706,10.2,20.820080460021323,0.21915874168443503,0.0,0.0736842105263158,815.809707,812.3527034237129,3.457003576287093,0.8571428571428571,8.945478999999978,6.588400799999931,22.383675899999957,11.228623500000026
5,50,45,95,8525.3707,4.1,20.820080460021323,0.21915874168443503,0.0,0.052631578947368474,809.9102164999999,805.4482513665426,4.461965133457284,0.0,13.50430629999994,3.0459884999999076,25.471444999999903,9.312443899999948
