N-Z,N,Z,A,BINDING_energy_per_nucleon(keV),Uncertainty(keV),A^(2/3),A^(-1/3),P,I,B_exp(MeV),B_LDM(MeV),LDM_residual(MeV),D,Sn_exp(MeV),Sp_exp(MeV),S2n_exp(MeV),S2p_exp(MeV)
36,107,71,178,8042.0554,2.4,31.6431712450704,0.17777062497230567,-1.0,0.202247191011236,1431.4858611999998,1431.8506668104994,-0.3648056104996158,6.966666666666667,6.025299700000005,6.640445499999714,13.098182799999677,15.544494799999939
34,106,72,178,8049.4438,1.5,31.6431712450704,0.17777062497230567,1.0,0.1910112359550562,1432.8009964,1433.86315041718,-1.0621540171798642,6.666666666666667,7.625935899999831,7.3404349000002185,14.001566000000139,13.521983600000112
30,104,74,178,8029.2584,16.3,31.6431712450704,0.17777062497230567,1.0,0.1685393258426966,1429.2079952,1430.4515193086559,-1.2435241086559472,5.866666666666666,8.776640899999848,5.98127989999989,15.90808960000004,10.408564800000022
28,103,75,178,7998.1576,30.0,31.6431712450704,0.17777062497230567,-1.0,0.1573033707865169,1423.6720527999998,1424.9190953451,-1.2470425451001574,5.25,7.455599499999835,3.2406984999997803,16.733209599999782,8.866027199999735
26,102,76,178,7981.9128,14.6,31.6431712450704,0.17777062497230567,1.0,0.1460674157303371,1420.7804784,1422.2409394487502,-1.460461048750176,4.615384615384615,9.659111699999812,4.564025099999981,17.55569279999986,7.480572800000118
24,101,77,178,7936.563,20.2,31.6431712450704,0.17777062497230567,-1.0,0.1348314606741573,1412.708214,1414.2545790190181,-1.5463650190181397,3.9583333333333335,8.27820840000004,1.5868472999998176,18.515026799999987,5.769370799999933
22,100,78,178,7908.253,10.8,31.6431712450704,0.17777062497230567,1.0,0.1235955056179775,1407.669034,1409.2302344577276,-1.5612004577276366,3.272727272727273,10.698374800000238,3.239028400000052,19.2061956,4.4442483999998785
20,99,79,178,7849.3946,11.0,31.6431712450704,0.17777062497230567,-1.0,0.1123595505617978,1397.1922388,1398.7891064687499,-1.5968676687498373,2.55,8.82861170000001,0.22157960000026833,19.92470759999992,2.99905160000003
18,98,80,178,7811.3607,11.5,31.6431712450704,0.17777062497230567,1.0,0.101123595505618,1390.4222046,1391.4174773035684,-0.9952727035683893,1.7777777777777777,11.610842700000148,2.0585774999999558,20.673340599999847,1.9593661999999767
14,96,82,178,7690.8359,24.8,31.6431712450704,0.17777062497230567,1.0,0.0786516853932584,1368.9687901999998,1368.7990392114496,0.16975098855027682,0.0,,0.37549669999998514,,-0.7800738000003093
37,108,71,179,8035.0744,5.5,31.7615743032901,0.1774389625882129,0.0,0.2067039106145251,1438.2783176000003,1438.8823626402157,-0.6040450402153965,6.827586206896552,6.792456400000447,6.670846800000163,12.817756100000452,
35,107,72,179,8038.5474,1.5,31.7615743032901,0.1774389625882129,0.0,0.1955307262569832,1438.8999846000002,1439.6327967215007,-0.7328121215005012,6.551724137931035,6.098988200000122,7.414123400000335,13.724924099999953,14.05456890000005
33,106,73,179,8033.5869,1.5,31.7615743032901,0.1774389625882129,0.0,0.1843575418994413,1438.0120551,1438.719134603495,-0.7070795034949242,6.206896551724138,,5.211058699999967,14.785339799999974,12.551493600000185
31,105,74,179,8023.2821,15.6,31.7615743032901,0.1774389625882129,0.0,0.17318435754189943,1436.1674959,1437.053388923601,-0.8858930236010565,5.793103448275862,6.959500700000035,,15.736141599999883,10.99243539999975
29,104,75,179,8003.7666,26.4,31.7615743032901,0.1774389625882129,0.0,0.16201117318435754,1432.6742213999999,1433.7770169546877,-1.102795554687873,5.310344827586207,9.002168600000005,3.4662261999999373,16.45776809999984,9.447506099999828
27,103,76,179,7979.4844,16.6,31.7615743032901,0.1774389625882129,0.0,0.15083798882681565,1428.3277076000002,1429.6946938834406,-1.366986283440383,4.666666666666667,7.547229200000174,4.65565480000032,17.206340899999987,7.896353300000101
25,102,77,179,7947.5248,10.4,31.7615743032901,0.1774389625882129,0.0,0.13966480446927376,1422.6069392000002,1424.055138685401,-1.4481994854008917,4.0,9.898725200000172,1.8264608000001772,18.17693360000021,6.390485900000158
23,101,78,179,7910.6759,8.5,31.7615743032901,0.1774389625882129,0.0,0.12849162011173187,1416.0109861,1417.555659576552,-1.5446734765519068,3.3043478260869565,8.341952100000071,3.302772100000084,19.04032690000031,4.889619399999901
21,100,79,179,7865.6374,12.5,31.7615743032901,0.1774389625882129,0.0,0.11731843575418999,1407.9490945999999,1409.552193331674,-1.6030987316742085,2.5714285714285716,10.756855799999812,0.28006059999984245,19.585467499999822,3.5190889999998944
19,99,80,179,7816.2631,30.1,31.7615743032901,0.1774389625882129,0.0,0.1061452513966481,1399.1110949,1400.6346139410555,-1.5235190410555788,1.7894736842105263,8.688890299999912,1.9188560999998572,20.29973300000006,2.1404357000001255
17,98,81,179,7763.4942,41.4,31.7615743032901,0.1774389625882129,0.0,0.0949720670391061,1389.6654618,1390.2659693607409,-0.6005075607408799,0.9411764705882353,,-0.7567427999999836,21.072168300000158,1.3018346999999721
15,97,82,179,7701.463,87.2,31.7615743032901,0.1774389625882129,0.0,0.08379888268156421,1378.5618769999999,1378.9285233824962,-0.3666463824963557,0.0,9.593086800000037,,,-0.24948489999997037
38,109,71,180,8022.0394,75.9,31.879757075478327,0.1771097615304352,-1.0,0.21111111111111114,1443.9670919999999,1444.3433942775905,-0.3763022775906393,6.678571428571429,5.688774399999602,,12.481230800000048,
36,108,72,180,8034.9319,1.5,31.879757075478327,0.1771097615304352,1.0,0.19999999999999996,1446.2877419999998,1447.168032669396,-0.880290669396345,6.428571428571429,7.3877573999996,8.009424399999489,13.486745599999722,14.680271199999652
34,107,73,180,8025.8864,2.2,31.879757075478327,0.1771097615304352,-1.0,0.18888888888888888,1444.659552,1444.9684743138528,-0.3089223138526904,6.107142857142857,6.647496900000078,5.7595673999999235,,13.173690800000259
32,106,74,180,8025.4434,1.5,31.879757075478327,0.1771097615304352,1.0,0.1777777777777778,1444.579812,1445.4667206254805,-0.8869086254806007,5.714285714285714,8.412316099999998,6.567756899999949,15.371816800000033,11.778815599999916
30,105,75,180,7999.9922,22.9,31.879757075478327,0.1771097615304352,-1.0,0.16666666666666663,1439.998596,1440.8340898984982,-0.8354938984982709,5.25,7.324374600000056,3.831100099999958,16.32654320000006,
28,104,76,180,7987.4171,16.8,31.879757075478327,0.1771097615304352,1.0,0.15555555555555556,1437.735078,1439.0055792508892,-1.2705012508893105,4.714285714285714,9.407370399999763,5.060856600000079,16.954599599999938,8.527082800000017
26,103,77,180,7947.6337,23.3,31.879757075478327,0.1771097615304352,-1.0,0.1444444444444445,1430.5740660000001,1431.9394469442486,-1.3653809442484999,4.038461538461538,7.96712679999996,2.246358399999963,17.86585200000013,6.902013200000283
24,102,78,180,7923.5781,10.7,31.879757075478327,0.1771097615304352,1.0,0.1333333333333333,1426.244058,1427.7836614914245,-1.5396034914244865,3.3333333333333335,10.233071899999914,3.6371187999998256,18.575023999999985,5.463579600000003
22,101,79,180,7870.3194,5.1,31.879757075478327,0.1771097615304352,-1.0,0.12222222222222223,1416.657492,1418.2833854470691,-1.6258934470690747,2.590909090909091,8.708397400000194,0.6465058999999655,19.465253200000006,3.9492780000000494
20,100,80,180,7836.1111,13.5,31.879757075478327,0.1771097615304352,1.0,0.11111111111111116,1410.499998,1411.7995048988623,-1.2995068988623188,1.8,11.388903100000107,2.550903400000152,20.07779340000002,2.8309639999999945
18,99,81,180,7771.431,75.0,31.879757075478327,0.1771097615304352,-1.0,0.09999999999999998,1398.8575799999999,1399.8640028782565,-1.0064228782566715,0.9444444444444444,9.192118199999868,-0.2535149000000274,,1.6653411999998298
16,98,82,180,7725.6993,13.3,31.879757075478327,0.1771097615304352,1.0,0.0888888888888889,1390.625874,1391.0505475855182,-0.4246735855181214,0.0,12.0639970000002,0.9604122000000643,21.657083800000237,0.2036694000000807
39,110,71,181,8011.9301,135.0,31.997721191890314,0.17678299001044376,0.0,0.2154696132596685,1450.1593480999998,1451.0291769126516,-0.8698288126518037,6.518518518518518,6.192256099999895,,11.881030499999497,
37,109,72,181,8022.003,1.5,31.997721191890314,0.17678299001044376,0.0,0.20441988950276246,1451.9825429999999,1452.6223271322835,-0.6397841322836939,6.296296296296297,5.694801000000098,8.015450999999985,13.082558399999698,
35,108,73,181,8023.405,1.6,31.997721191890314,0.17678299001044376,0.0,0.1933701657458563,1452.236305,1452.541505087447,-0.30520008744701954,6.0,7.576752999999826,5.948563000000149,14.224249899999904,13.957987399999638
33,107,74,181,8017.9494,1.5,31.997721191890314,0.17678299001044376,0.0,0.18232044198895025,1451.2488414,1451.7381854128846,-0.4893440128846578,5.62962962962963,6.669029399999999,6.5892893999998705,15.081345499999998,12.348856799999794
31,106,75,181,8004.1434,13.4,31.997721191890314,0.17678299001044376,0.0,0.1712707182320442,1448.7499554,1449.3136005651131,-0.5636451651130301,5.185185185185185,8.751359400000183,4.170143400000143,16.07573400000024,10.737900300000092
29,105,76,181,7983.4263,27.2,31.997721191890314,0.17678299001044376,0.0,0.16022099447513816,1445.0001603,1446.1134743470275,-1.1133140470274157,4.666666666666667,7.265082300000131,5.001564300000155,16.672452699999894,8.832664400000112
27,104,77,181,7956.5242,5.6,31.997721191890314,0.17678299001044376,0.0,0.149171270718232,1440.1308802,1441.3447352078651,-1.2138550078650496,4.074074074074074,9.556814199999963,2.395802200000162,17.523940999999922,7.456658800000241
25,103,78,181,7924.1271,14.6,31.997721191890314,0.17678299001044376,0.0,0.13812154696132595,1434.2670051,1435.7473359795488,-1.4803308795487737,3.36,8.02294710000001,3.692939099999876,18.256018999999924,5.939297499999839
23,102,79,181,7883.8359,21.4,31.997721191890314,0.17678299001044376,0.0,0.1270718232044199,1426.9742979,1428.6338719157043,-1.6595740157042655,2.608695652173913,10.316805899999963,0.730239900000015,19.025203300000157,4.367358699999841
21,101,80,181,7839.6792,16.5,31.997721191890314,0.17678299001044376,0.0,0.11602209944751385,1418.9819352,1420.6384814650728,-1.6565462650728477,1.8095238095238095,8.481937199999948,2.324443199999905,19.870840300000054,2.9709490999998707
19,100,81,181,7791.9183,9.7,31.997721191890314,0.17678299001044376,0.0,0.10497237569060769,1410.3372123,1411.179360181138,-0.8421478811380894,0.9473684210526315,11.479632300000048,-0.16278570000008585,20.671750499999916,2.388117700000066
17,99,82,181,7734.0704,91.2,31.997721191890314,0.17678299001044376,0.0,0.09392265193370164,1399.8667423999998,1400.784726699094,-0.9179842990943143,0.0,9.240868399999727,1.0091623999999229,21.304865399999926,0.7556474999998954
38,110,72,182,8014.8381,6.6,32.11546826178415,0.1764586168229899,1.0,0.20879120879120883,1458.7005341999998,1459.818298331565,-1.117764131565309,6.153846153846154,6.717991199999915,8.541186100000004,12.412792200000013,
36,109,73,182,8012.6332,1.6,32.11546826178415,0.1764586168229899,-1.0,0.19780219780219777,1458.2992424000001,1458.4822087746609,-0.18296637466073662,5.884615384615385,6.062937400000237,6.316699400000289,13.639690400000063,14.332150400000273
34,108,74,182,8018.3096,0.7,32.11546826178415,0.1764586168229899,1.0,0.18681318681318682,1459.3323472,1459.7966341688686,-0.4642869688686915,5.538461538461538,8.083505800000012,7.096042200000056,14.752535200000011,13.044605200000206
32,107,75,182,7998.6264,109.4,32.11546826178415,0.1764586168229899,-1.0,0.17582417582417587,1455.7500048,1456.0473997164402,-0.29739491644022564,5.115384615384615,7.0000493999998525,4.501163399999996,15.751408800000036,11.090452799999866
30,106,76,182,7989.7287,23.3,32.11546826178415,0.1764586168229899,1.0,0.1648351648351648,1454.1306233999999,1455.0534678267697,-0.9228444267698706,4.615384615384615,9.130463099999815,5.380667999999787,16.395545399999946,9.55081139999993
28,105,77,182,7954.8948,22.5,32.11546826178415,0.1764586168229899,-1.0,0.15384615384615385,1447.7908536,1448.8907293568261,-1.0998757568261226,4.038461538461538,7.659973399999899,2.79069329999993,17.21678759999986,7.7922576000000845
26,104,78,182,7934.7541,14.0,32.11546826178415,0.1764586168229899,1.0,0.1428571428571429,1444.1252462,1445.5880173711314,-1.4627711711314078,3.3846153846153846,9.858241099999987,3.9943659999999,17.881188199999997,6.390168200000062
24,103,79,182,7887.2442,20.1,32.11546826178415,0.1764586168229899,-1.0,0.13186813186813184,1435.4784444,1437.0112643450225,-1.5328199450225384,2.625,8.504146499999933,1.2114392999999382,18.820952399999896,4.904378399999814
22,102,80,182,7856.9726,10.5,32.11546826178415,0.1764586168229899,1.0,0.1208791208791209,1429.9690131999998,1431.3991387214367,-1.4301255214368211,1.8181818181818181,10.987077999999883,2.994715299999825,19.46901519999983,3.7249551999998403
20,101,81,182,7796.3571,12.8,32.11546826178415,0.1764586168229899,-1.0,0.10989010989010994,1418.9369922,1420.4075613719351,-1.4705691719350398,0.95,8.599779900000158,-0.04494299999987561,20.079412200000206,2.2795002000000295
18,100,82,182,7756.3296,12.9,32.11546826178415,0.1764586168229899,1.0,0.09890109890109888,1411.6519872000001,1412.484953230736,-0.8329660307358608,0.0,11.785244800000328,1.3147749000002023,21.026113200000054,1.1519892000001164
41,112,71,183,7984.8125,86.0,32.232999873805014,0.17613661133226788,0.0,0.22404371584699456,1461.2206875,1462.5450407010223,-1.3243532010224044,6.16,,,11.061339400000179,
39,111,72,183,8000.0315,32.2,32.232999873805014,0.17613661133226788,0.0,0.21311475409836067,1464.0057645,1464.9657767327997,-0.9600122327997269,6.0,5.305230300000176,,12.02322150000009,
37,110,73,183,8006.74,1.7,32.232999873805014,0.17613661133226788,0.0,0.20218579234972678,1465.23342,1465.7030714571004,-0.4696514571003263,5.76,6.9341775999998845,6.532885800000258,12.997115000000122,15.074071900000263
35,109,74,183,8008.3234,0.7,32.232999873805014,0.17613661133226788,0.0,0.1912568306010929,1465.5231822,1465.746662399877,-0.22348019987703083,5.44,6.1908350000001064,7.2239397999999255,14.274340800000118,13.540639200000214
33,108,75,183,8001.0101,8.6,32.232999873805014,0.17613661133226788,0.0,0.180327868852459,1464.1848483,1464.15877000384,0.026078296160221726,5.04,8.43484350000017,4.852501100000154,15.434892900000023,11.94854330000021
31,107,76,183,7985.0087,53.4,32.232999873805014,0.17613661133226788,0.0,0.1693989071038251,1461.2565921,1461.8249248851816,-0.5683327851816102,4.56,7.125968700000158,5.506587300000092,16.256431799999973,10.007750700000088
29,106,77,183,7961.8176,26.4,32.232999873805014,0.17613661133226788,0.0,0.1584699453551912,1457.0126208000001,1457.9115141457794,-0.8988933457792427,4.0,9.221767200000158,2.881997400000273,16.881740600000057,8.26266540000006
27,105,78,183,7933.3406,15.2,32.232999873805014,0.17613661133226788,0.0,0.14754098360655743,1451.8013298,1453.1998474343727,-1.398517634372638,3.36,7.676083600000084,4.010476200000085,17.53432470000007,6.8011695000000145
25,104,79,183,7898.5644,10.1,32.232999873805014,0.17613661133226788,0.0,0.13661202185792354,1445.4372852000001,1446.960458597846,-1.5231733978457669,2.64,9.95884080000019,1.3120390000001407,18.462987300000123,5.306405000000041
23,103,80,183,7859.3885,7.6,32.232999873805014,0.17613661133226788,0.0,0.12568306010928965,1438.2680955,1439.8704074533166,-1.60231195331653,1.826086956521739,8.299082300000237,2.7896511000001283,19.28616030000012,4.001090400000066
21,102,81,183,7815.6741,10.0,32.232999873805014,0.17613661133226788,0.0,0.11475409836065575,1430.2683603,1431.3043316607202,-1.0359713607201684,0.9523809523809523,11.331368099999963,0.2993471000002046,19.93114800000012,3.29406240000003
19,101,82,183,7762.179,31.1,32.232999873805014,0.17613661133226788,0.0,0.10382513661202186,1420.478757,1421.8349754348305,-1.3562184348304527,0.0,8.826769799999965,1.54176480000001,20.612014600000293,1.4968218000001343
40,112,72,184,7990.7228,42.6,32.35031759636025,0.17581694345847967,1.0,0.21739130434782605,1470.2929952,1471.8315735578035,-1.5385783578035443,5.833333333333333,6.287230700000009,9.07230770000001,11.592461000000185,
38,111,73,184,7993.7535,27.9,32.35031759636025,0.17581694345847967,-1.0,0.2065217391304348,1470.8506439999999,1471.3434275139632,-0.49278351396333164,5.625,5.617223999999851,6.844879499999934,12.551401599999735,
36,110,74,184,8005.0777,0.7,32.35031759636025,0.17581694345847967,1.0,0.19565217391304346,1472.9342967999999,1473.459761290195,-0.5254644901951906,5.333333333333333,7.411114599999792,7.700876799999833,13.601949599999898,14.233762600000091
34,109,75,184,7992.7517,4.5,32.35031759636025,0.17581694345847967,-1.0,0.18478260869565222,1470.6663128,1470.5780053189585,0.08830748104151098,4.958333333333333,6.481464499999902,5.1431305999999495,14.916308000000072,12.367070399999875
32,108,76,184,7988.6778,0.8,32.35031759636025,0.17581694345847967,1.0,0.17391304347826086,1469.9167152,1470.4040209315203,-0.48730573152033685,4.5,8.660123099999964,5.731866899999886,15.786091800000122,10.58436800000004
30,107,77,184,7959.1992,30.0,32.35031759636025,0.17581694345847967,-1.0,0.1630434782608695,1464.4926528,1465.128347961131,-0.6356951611310251,3.9583333333333335,7.480031999999937,3.2360607000000527,16.701799200000096,8.742648000000145
28,106,78,184,7942.5649,15.8,32.35031759636025,0.17581694345847967,1.0,0.15217391304347827,1461.4319416,1462.6636918695178,-1.231750269517761,3.3333333333333335,9.630611799999997,4.419320799999923,17.30669540000008,7.301318200000196
26,105,79,184,7900.1947,23.9,32.35031759636025,0.17581694345847967,-1.0,0.14130434782608692,1453.6358248000001,1454.9936852972796,-1.3578604972794892,2.625,8.198539600000004,1.8344950000000608,18.157380400000193,5.8449712000001455
24,104,80,184,7874.3454,10.2,32.35031759636025,0.17581694345847967,1.0,0.13043478260869568,1448.8795536,1450.237854066368,-1.358300466368064,1.8333333333333333,10.611458099999936,3.4422683999998753,18.910540400000173,4.754307400000016
22,103,81,184,7818.6727,10.7,32.35031759636025,0.17581694345847967,-1.0,0.11956521739130432,1438.6357768,1440.172888736751,-1.5371119367509891,0.9545454545454546,8.36741649999999,0.36768129999995836,19.698784599999954,3.1573324000000866
20,102,82,184,7782.7264,13.7,32.35031759636025,0.17581694345847967,1.0,0.10869565217391308,1432.0216576,1433.1250828531204,-1.1034252531203492,0.0,11.542900599999939,1.7532972999999856,20.369670399999904,2.05264440000019
41,113,72,185,7973.9711,69.0,32.46742297798574,0.17549958366478785,0.0,0.22162162162162158,1475.1846535,1476.6804520729136,-1.4957985729135999,5.6521739130434785,4.891658300000017,,11.178889000000026,
39,112,73,185,7986.3615,15.2,32.46742297798574,0.17549958366478785,0.0,0.21081081081081077,1477.4768775,1478.2215529754942,-0.7446754754942049,5.478260869565218,6.626233500000126,7.18388230000005,12.243457499999977,16.25619000000006
37,111,74,185,7992.9083,0.7,32.46742297798574,0.17549958366478785,0.0,0.19999999999999996,1478.6880355,1479.096982709434,-0.4089472094340181,5.217391304347826,5.753738700000213,7.837391500000194,13.164853300000004,14.682271000000128
35,110,75,185,7991.0101,0.8,32.46742297798574,0.17549958366478785,0.0,0.18918918918918914,1478.3368685,1478.3311170347254,0.005751465274670409,4.869565217391305,7.670555700000023,5.4025717000001805,14.152020199999924,13.103448500000013
33,109,76,185,7981.3047,0.8,32.46742297798574,0.17549958366478785,0.0,0.17837837837837833,1476.5413695,1476.8481003775792,-0.3067308775791844,4.434782608695652,6.624654299999975,5.875056699999959,15.284777399999939,11.018187299999909
31,108,77,185,7963.7226,30.0,32.46742297798574,0.17549958366478785,0.0,0.16756756756756752,1473.288681,1473.7749820458048,-0.48630104580479383,3.9130434782608696,8.79602819999991,3.371965799999998,16.276060199999847,9.103832699999884
29,107,78,185,7939.7779,27.7,32.46742297798574,0.17549958366478785,0.0,0.1567567567567567,1468.8589115,1469.9331930329868,-1.074281532986788,3.3043478260869565,7.426969899999904,4.366258699999889,17.0575816999999,7.602319399999942
27,106,79,185,7909.441,2.8,32.46742297798574,0.17549958366478785,0.0,0.1459459459459459,1463.2465849999999,1464.552442293509,-1.3058572935092343,2.608695652173913,9.610760199999731,1.8146433999997953,17.809299799999735,6.233964199999718
25,105,80,185,7874.5391,14.6,32.46742297798574,0.17549958366478785,0.0,0.1351351351351351,1456.7897335,1458.3514276940475,-1.5616941940475044,1.826086956521739,7.910179900000003,3.1539086999998744,18.52163799999994,4.988403699999935
23,104,81,185,7835.5756,22.1,32.46742297798574,0.17549958366478785,0.0,0.12432432432432428,1449.581486,1450.6624892883347,-1.081003288334614,0.9565217391304348,10.94570920000001,0.7019324000000324,19.3131257,4.144200799999908
21,103,82,185,7786.933,17.3,32.46742297798574,0.17549958366478785,0.0,0.11351351351351346,1440.582605,1442.1015493538314,-1.5189443538313299,0.0,8.560947400000032,1.9468282000000272,20.10384799999997,2.3145094999999856
42,114,72,186,7964.3032,55.0,32.584317547703584,0.175184502944643,1.0,0.22580645161290325,1481.3603952,1483.2248275697734,-1.8644323697733398,5.454545454545454,6.175741700000117,,11.067400000000134,
40,113,73,186,7971.8357,64.4,32.584317547703584,0.175184502944643,-1.0,0.21505376344086025,1482.7614402,1483.5695406172524,-0.8081004172524899,5.318181818181818,5.284562699999924,7.576786699999957,11.91079620000005,
38,112,74,186,7988.6026,1.3,32.584317547703584,0.175184502944643,1.0,0.20430107526881724,1485.8800836,1486.4739087002713,-0.5938251002712605,5.090909090909091,7.192048099999965,8.403206100000034,12.945786800000178,15.587088400000084
36,111,75,186,7981.2713,0.8,32.584317547703584,0.175184502944643,-1.0,0.19354838709677424,1484.5164618000001,1484.444170376268,0.07229142373216746,4.7727272727272725,6.179593300000079,5.8284263000000465,13.850149000000101,13.66581780000024
34,110,76,186,7982.8324,0.8,32.584317547703584,0.175184502944643,1.0,0.18279569892473113,1484.8068264,1485.0759156819086,-0.2690892819084638,4.363636363636363,8.265456900000117,6.469957900000054,14.890111200000092,11.872529600000234
32,109,77,186,7958.0473,17.7,32.584317547703584,0.175184502944643,-1.0,0.17204301075268813,1480.1967978,1480.6714582230106,-0.4746604230106186,3.8636363636363638,6.908116800000016,3.6554283000000396,15.704144999999926,9.530484999999999
30,108,78,186,7946.8094,23.3,32.584317547703584,0.175184502944643,1.0,0.16129032258064513,1478.1065484,1479.0302786588907,-0.9237302588906005,3.272727272727273,9.247636900000089,4.817867400000068,16.674606799999992,8.189833200000066
28,107,79,186,7909.5409,22.5,32.584317547703584,0.175184502944643,-1.0,0.15053763440860213,1471.1746074,1472.250753938293,-1.07614653829296,2.590909090909091,7.928022400000145,2.315695900000037,17.538782599999877,6.681954599999926
26,106,80,186,7888.2605,12.5,32.584317547703584,0.175184502944643,1.0,0.13978494623655913,1467.216453,1468.3362389325407,-1.119785932540708,1.8181818181818181,10.42671949999999,3.969868000000133,18.336899399999993,5.7845113999999285
24,105,81,186,7837.5161,22.2,32.584317547703584,0.175184502944643,-1.0,0.12903225806451613,1457.7779945999998,1459.1811504232505,-1.4031558232506995,0.9545454545454546,8.196508599999788,0.9882610999998178,19.1422177999998,4.142169799999692
22,104,82,186,7805.342,11.8,32.584317547703584,0.175184502944643,1.0,0.11827956989247312,1451.793612,1452.9926829859453,-1.1990709859453546,0.0,11.211006999999881,2.2121259999998983,19.771954399999913,2.9140583999999308
20,103,83,186,7739.1175,18.2,32.584317547703584,0.175184502944643,-1.0,0.10752688172043012,1439.475855,1441.4612411694832,-1.985386169483263,0.9545454545454546,,-1.1067500000001473,,0.8400781999998799
18,102,84,186,7695.9488,19.6,32.584317547703584,0.175184502944643,1.0,0.09677419354838712,1431.4464768,1432.9977781639948,-1.551301363994753,1.8181818181818181,,,,-0.5751807999999983
41,114,73,187,7963.2123,60.0,32.70100281537152,0.17487167280947338,0.0,0.2192513368983957,1489.1207001,1490.1140106135279,-0.9933105135278311,5.142857142857143,6.359259900000097,7.760304899999937,11.643822600000021,
39,113,74,187,7975.1168,1.3,32.70100281537152,0.17487167280947338,0.0,0.20855614973262027,1491.3468415999998,1491.806631802872,-0.4597902028722274,4.9523809523809526,5.4667579999998,8.58540139999991,12.658806099999765,16.162188099999867
37,112,75,187,7977.9519,0.7,32.70100281537152,0.17487167280947338,0.0,0.19786096256684493,1491.8770053,1491.8485368318075,0.028468468192613727,4.666666666666667,7.360543499999949,5.99692170000003,13.540136800000028,14.400127800000064
35,111,76,187,7973.7814,0.7,32.70100281537152,0.17487167280947338,0.0,0.1871657754010695,1491.0971218,1491.2013369661672,-0.10421516616725057,4.285714285714286,6.290295399999877,6.5806599999998525,14.555752299999995,12.409086299999899
33,110,77,187,7960.6692,30.0,32.70100281537152,0.17487167280947338,0.0,0.17647058823529416,1488.6451404000002,1488.9539031254312,-0.3087627254310519,3.8095238095238093,8.44834260000016,3.838314000000082,15.356459400000176,10.308271900000136
31,109,78,187,7941.1699,25.8,32.70100281537152,0.17487167280947338,0.0,0.1657754010695187,1484.9987712999998,1485.966600862279,-0.9678295622791211,3.238095238095238,6.8922228999997515,4.801973499999804,16.13985979999984,8.457401799999843
29,108,79,187,7917.4323,24.1,32.70100281537152,0.17487167280947338,0.0,0.15508021390374327,1480.5598401000002,1481.429507285393,-0.8696671853927,2.5714285714285716,9.385232700000188,2.453291700000136,17.313255100000333,7.2711591000002045
27,107,80,187,7886.9905,13.8,32.70100281537152,0.17487167280947338,0.0,0.14438502673796794,1474.8672235000001,1476.1017284859481,-1.2345049859479786,1.8095238095238095,7.650770500000135,3.692616100000123,18.077490000000125,6.00831200000016
25,106,81,187,7852.465,8.6,32.70100281537152,0.17487167280947338,0.0,0.1336898395721925,1468.410955,1469.2745282825108,-0.8635732825107425,0.9523809523809523,10.63296040000023,1.1945020000000568,18.829469000000017,5.16437000000019
23,105,82,187,7808.401,5.4,32.70100281537152,0.17487167280947338,0.0,0.12299465240641716,1460.170987,1461.6057250674921,-1.4347380674921624,0.0,8.377375000000029,2.3929924000001392,19.58838199999991,3.381253499999957
21,104,83,187,7758.2083,10.7,32.70100281537152,0.17487167280947338,0.0,0.11229946524064172,1450.7849521,1452.4877273664335,-1.7027752664334912,0.9565217391304348,11.309097100000145,-1.0086598999998841,,1.2034661000000142
19,103,84,187,7704.7889,35.0,32.70100281537152,0.17487167280947338,0.0,0.10160427807486627,1440.7955243,1442.4770015220822,-1.6814772220823215,1.826086956521739,9.34904749999987,1.3196692999999868,,0.2129192999998395
40,114,74,188,7969.0532,3.3,32.817480272024206,0.17456106527672455,1.0,0.21276595744680848,1498.1820016000001,1498.8562235179186,-0.6742219179184303,4.8,6.8351600000003145,9.061301500000127,12.301918000000114,16.821606400000064
38,113,75,188,7966.7481,0.7,32.817480272024206,0.17456106527672455,-1.0,0.2021276595744681,1497.7486428,1497.6634789508405,0.08516384915947128,4.55,5.871637499999906,6.401801200000136,13.232180999999855,14.987202600000046
36,112,76,188,7973.8656,0.7,32.817480272024206,0.17456106527672455,1.0,0.19148936170212771,1499.0867328000002,1499.0871305169892,-0.0003977169890276855,4.2,7.989611000000195,7.209727500000099,14.279906400000073,13.206649200000129
34,111,77,188,7954.8512,10.1,32.817480272024206,0.17456106527672455,-1.0,0.18085106382978722,1495.5120256,1495.53849326655,-0.02646766654993371,3.75,6.866885199999842,4.414903800000047,15.315227800000002,10.9955637999999
32,110,78,188,7947.9027,5.6,32.817480272024206,0.17456106527672455,1.0,0.17021276595744683,1494.2057075999999,1494.7066247550474,-0.5009171550475457,3.2,9.206936300000052,5.560567199999696,16.099159199999804,9.398881199999778
30,109,79,188,7914.7537,2.9,32.817480272024206,0.17456106527672455,-1.0,0.15957446808510634,1487.9736956,1488.8017975543396,-0.8281019543396724,2.55,7.413855499999727,2.9749243000001115,16.799088199999915,7.776897799999915
28,108,80,188,7899.034,7.2,32.817480272024206,0.17456106527672455,1.0,0.14893617021276595,1485.018392,1485.714066091632,-0.6956740916320996,1.8,10.151168499999812,4.4585518999997475,17.801938999999948,6.911843599999884
26,107,81,188,7853.0537,32.1,32.817480272024206,0.17456106527672455,-1.0,0.13829787234042556,1476.3740956000001,1477.4526442285326,-1.0785486285324168,0.95,7.963140600000088,1.5068721000000096,18.596101000000317,5.199488200000133
